pull_request_id,user_id,body,github_comment_id
18900,11983,"This will have a global effect on the tests and will need to be undone at the end of execution. Perhaps: 

",1358133
18900,11983,"I think it would be better to rename this file to something like .

Additionally, it might be worth mentioning inside the file that this is only used in the  tests.",1358138
18900,11983,This file needs to be added to  for automatic test pickup (see http://matplotlib.sourceforge.net/devel/coding_guide.html#creating-a-new-module-in-matplotlib-tests),1358140
18900,11983,"This line is fine, but I don't believe the  is necessary. Normally: 


Would suffice.",1358143
9159,10394,Are multiple plots with the same range supported here too?,1358158
18901,289543,"`python
try:
  user, cmd, who, msg = msg.split(None, 3)
  except ValueError:
    return
  if cmd != 'PRIVMSG':
    return
  if who != '#' + self.config['channel']:
    return
  username = user[1:user.find('!')]
  if who == 'xmppbot':
    self.xmpp.sendm",1358152
9159,10394,Put an empty line under all your header lines.,1358160
9159,36884,No. I am not able to differentiate between tuple of expressions and tuple of ranges as both are of length 3.,1358161
9159,10394,I think  should be replaced with .,1358165
18902,28513,"This  is redundant, since it is within a  block.",1358168
18903,112472,What exactly is this doing here?  Leftover debugging code?,1358171
17992,11835,"At first I wanted to do regexp as key, mode as value but it is not possible. 
if we want someday, multiple regexp for one mode (who knows ?)  the only way I saw was list of regexp.

",1358186
18889,149595,right... spot the guy who doesn't work with video much (me) :-),1358217
18860,38063,"I understand why you're using the MoveEventSucks class. In fact, I switched instaPort to use it as well. I switched TeleportCause.ENDER_PEARL for TeleportCause.PLUGIN because it seemed a better fit, that's all.",1358223
18895,31783,"@sc68cal Beware that current version of of LibGit2Sharp detects the bitness of the current hosting process. If git-tfs is always delivered in a x86 flavor, that should work. If this is not the case, you might be willing to consider doing something like [t",1358220
18860,38063,"There's a good reason for this. If you'll look at the Zone class, you'll see I've already rewritten it to handle coordinates in the order they were selected rather than highest-first. (This doesn't break backwards-compatibility at all, btw... sorted coord",1358229
18895,31783,"I may be missing something. I'm a bit surprised that this works. Indeed, LibGit2Sharp probes for the git2.dll in a specific relative subdirectory structure. See this for more [info](https://github.com/libgit2/libgit2sharp/blob/vNext/LibGit2Sharp/Core/Nati",1358226
18860,38063,"All I did was move it down a bit. Since the code now handles null arrival points by placing you within the target port at a position calculated to correspond to your current position within the sending port, the previous error message that was in the if b",1358232
17992,11835,"I'm thinking of this branch to change the highlight 
 - for raw cell. (that don't need cell magics prefixes)
   you could match on a git diff patern, or else. maybe even  that should be handeled correctly by normal modes. 
 - Tex for example ",1358242
18904,11851,"My first idea was to define a tuple type and  instead of . This operator I would have used for both transition and merge. However, I found working with tuple types less convenient than just having each field as an individual argument of ",1358234
18904,11851,"While I agree in principle, one should never have using directives or declarations at file scope in header files. However, using declarations in a definition of a class can only be used to import names from a base class.",1358245
18904,11851,I have no definite answer yet. But I want to mention that for some modules initialization (at least in the first iteration) will depend on the first input tuple and cannot be done before seeing this.,1358256
17992,11835,"It is usefull for raw cell, where you can start on .
End, I'm not sure. 
",1358247
18904,11851,I see your point and tend to agree. Names are but sound and smoke. I'll change it!,1358258
18905,12191,"Separate non-related issue, isn't it?",1358277
18905,12191,"We're using phpdoc for comments, not one-liners.",1358275
18905,12191,"Again, should be in a separate pull-request.",1358279
18905,12191,Wrong code style. Check https://github.com/yiisoft/yii/wiki/Core-framework-code-style,1358281
18908,50184,@fabpot So the message keys are fine? The way @vicb described it was exactly the idea.,1358291
18908,50184,"@fabpot Any preference in this? The patch works fine without the , but I can add and implement  too.",1358297
18909,45535,Why is this change needed?,1358305
18911,5305,I was thinking perhaps we need a Grunt task for this.,1358311
18912,20471,"Might wanna add?

    if (!$class->isInstantiable()) { error }",1358317
18909,42379,Thrift uses $GLOBALS to store the path to the thrift folder,1358323
18886,70586,"joya

On Saturday, August 11, 2012, Alpha <notifications@github.com> wrote:
> In source/CommonJobs/CommonJobs.Mvc.UI/CommonJobs.MVC.UI.csproj:
>
>> @@ -499,10 +314,6 @@
>>      <Content Include=""Content\twitter-bootstrap\less\utilities.less"" />
>> ",1358327
18903,401409,"My bad. I did remove it from our local installation, by for some reason failed to commit it.",1358330
18913,11037,Also missing whitespace here and on line 147,1358336
18907,28719,"This PR is simply moving **existing** code about. For now, for simplicity in this PR, it's just about making the testing process reusable in 3rd party twig extensions.  Optimizations should go in a separate PR.",1358358
18914,20471,"I should be capable of providing my own instance. What if the listener requires something other, like services? ",1358339
18899,60012,"according to this that's actually not the case...

http://linux.die.net/man/2/signal

but after reading that again, I'm going to change this to be a HTTP request to ensure that we don't do this mid-update.",1358377
18916,401600,moved the comment remover in the OpenCL backend (3fba44b),1358364
18916,401600,"All of wence accessor were written that way, I assumed that it had to do with property decorator being runtime whereas cython code is compile time ?",1358365
18916,401600,"It is kinda ugly, but it is backend code, the fact that you have to know the side effect of the accessor does not bother me much especially considering the code of the accessor is actually just above. Also, those line are required only because we have to ",1358371
18899,60012,this is a good pt but won't be necessary after I make the changes above.,1358378
18831,10239,Why not static as well?,1358388
18918,17435,"I tend to use  for stuff like this. MiniTest::Spec will take any symbol with a  at the end and call that method on it and use the symbol for pretty error messages. So good things like , , etc are all possible.",1358391
12392,126031,Yes.  Good catch.  I'll add that documentation.,1358393
12392,126031,Yes.  I added it here too now.,1358394
12392,126031,Sorry.  I started this file by copying the Airy version and forgot to edit this description.,1358396
18883,11835,"Yes/No/Not-really.
I found [this](http://www.webreference.com/programming/javascript/rg32/2.html)
But you basically can't catch only some type or exception, or you need to use a switch case each time and re-raise them.
In the other hand, you can throw any",1358397
12392,126031,Yes.  The python layer has these names for drawShoot.  But we never changed the corresponding stuff in c++.  (And I don't see a compelling reason to.),1358398
12392,126037,"Fine, I just couldn't remember what we decided.
",1358421
18885,11835,"yes, need the  to pass it as the selector for the constructor.
 class is added by js.
changing id to for consistency.

",1358422
18885,11835,"hu... ok, hum not sure I understand. 
Just the if statement, or the methods called inside ? 
because  might not exist exist on other subclasses...",1358434
18920,5148,This could repeat the familyName twice in the title. name == givenName + familyName,1358455
16806,25930,you should use fit_intercept=False otherwise some time will be spent centering the data which is not necessary here,1358466
16806,25930,besides the memory jump difference iterate on active features or reduced set should do the same amount of computation and It should at least for small data be almost equivalent right?,1358469
18919,269498,Lines should be wrapped to 80 cols please.,1358429
18919,269498,Please do not use global variables.  I don't like this solution at all.,1358451
18919,269498,"Again, no globals, don't care whatever else you do.  Please no globals.",1358452
18919,269498,This is not correct as there is no 'c' support. I guess this is a  mistake.,1358465
16806,25930,you don't need a \ between parethesis,1358472
16806,25930,if it's not a bug it should be consistent across fit methods,1358473
16806,25930,improper docstring. Put a real one or don't,1358475
16806,25930,and it's also wrong since it should be max_iter_strong,1358476
16806,25930,I still don't get why you need this attribute since during the fit you can pass active_set_init that should serve this purpose in the path function,1358477
18921,371455,"The pool is only used, if a header_map is present; could you move the call to pjsua_pool_create?
I will merge your pull requests as soon as possible, thanks again for your contributions!",1358517
16806,25930,if it's used only internally don't use an attribute but just a local variable,1358478
16177,96718,You might want to fix that :P,1358520
8111,96718,There's a double space here :P,1358521
16806,25930,found_violators sounds like a boolean flag. It should be something like kkt_violators being a list or a set and no violators is equilavent to len(kkt_violators) == 0,1358480
18922,85212,"ja PDF does not yet exist, and PDF genereate is very difficult...
Temporarily, PDF link switch to en.",1358533
16806,25930,if you pass a subset don't do the do over all the features,1358493
18924,1598,"Tried changing method signature to render(CheckboxElement $element) but got strict notice: Declaration of Zend\Form\View\Helper\FormCheckbox::render() should be compatible with that of Zend\Form\View\Helper\FormInput::render()
",1358519
18924,1598,"An alternative to throwing the InvalidArgumentException would be to allow the ElementInterface, but use default values here for the checked, unchecked, and hidden element values if the element is not of type CheckboxElement.",1358522
18925,17114,"Just before this line, I've forgot this:

$nameOrAlias = $this->canonicalizeName($nameOrAlias);
",1358560
18897,401345,"Hi,

CURRENTLY there is an error in gamma effect (Imagick driver) - it is throwing 'Failed to negate image'...

Should drivers share the same descriptions for the exceptions?

As for now it is not true... I can put all effect exceptions in order, but plea",1358569
18927,1757,You shouldn't need to use  here - just use  when you want to pass the call on to the inherited version.,1358592
18927,1757,"Unfortunately the  method on a user is very expensive, so we need to be very careful where we're using it, or find a way to optimise it.",1358593
18927,1757,"This method is likely to be very expensive - at the very least it will need to get the bounds from the GC object and do an  filter using those bounds so that we can roughly cut down the matches using a tile index filter.

If this is just to ",1358594
18927,1757,"Same again, this shouldn't need qualification.",1358596
18927,1757,This change should be unnecessary - rendering the  partial from a changeset view should default to the one in the same view.,1358595
18927,1757,Why are you converting a perfectly good use of a named route back to the old format?,1358597
18927,1757,Please don't duplication the  calculation here - just add an extra parameter with a default value () and then make this routine call it with a different scale.,1358599
18875,31144,"You can pass a tag name into iterparse(), which then behaves essentially like .iter(tag), but during parsing. So it's affected as well.",1358616
18929,32877,"Can you put a comment for the different arguments that take a magic number/boolean value, e.g., 

",1358623
18929,32877,"I'm guessing this does side-effects. If that's the case, it should take a ()",1358624
18912,110160,Inline the type conversion (do not use 2 lines),1358621
18929,32877,"Oh, nice, you can have a timeout on a test? Did not know that :-)",1358619
18929,32877,Is this method really useful?,1358630
18895,30854,"The problem is that MSTest would not copy git2.dll into the  directory, so when tests that used LibGit2Sharp would fail because the dll is not in the path.

[Here's some documentation I found on the matter.](http://msdn.microsoft.com/en-us/li",1358633
18912,110160,MIssing space between  and first letter of comment,1358637
18912,110160,"Actually, this comment is not so useful. Could you try to be more verbose?",1358638
18912,110160,"You're grabbing same element 2 times. One for isset and the second for fromClassName.
You could try to simplify your logic by moving the fromClassName outside of IF scope and doing the isset out too. That would also allow you to inline the control structu",1358645
18912,110160,You can inline this semantical error. It won't exceed 120 chars,1358648
18912,110160,"Quickly reading the code I'm unsure if we already support the aliased class names. Do we support this here?
Also, why reassigning the from class name is necessary? It doesn't make any sense to me.
This is a clear situation where we lack of a comment here.",1358649
18912,110160,You can inline this semantical error.,1358653
18912,110160,Missing space before IF and open parenthesis,1358654
18930,14883,"I think  would be a better than , but I wonder if we should simply throw an ",1358651
18930,14883,"This will throw an exception for the following:

    tempFolder.newFolder(""level1"", level2"");
    tempFolder.newFolder(""level1"", level2"", ""level3""); // exception thrown here

I think that  should behave like  in unix system",1358660
18931,32877,"I think you don't need ""T"" -> Type (wild copy/paste? :-))",1358659
18931,32877,This  collection.$Trait looks suspicious. But I may be missing something,1358662
18912,110160,You have extra spaces between the end of variable name and the  sign.,1358661
18931,32877,"Do you need ""T"" -> Type, ""TRAIT"" -> Trait?",1358664
18912,110160,Remove the extra space between variable name and unary operator .,1358663
18897,18432,"Yes, I like your suggestions, please use these messages in all drivers, thanks!",1358670
8259,73715,I don't understand why ast.literal_eval is being used here.  Could you explain this?,1358671
18930,22235,The reason why I used IllegalStateException is to be consistent. An IllegalStateException is also thrown if for some reason a file could not be created. (line 64),1358668
18895,30854,We'll have to keep this in mind - We have not built a release that used a native DLL up until now.,1358667
18895,30854,"Although, all the configurations are set to build x86 - I might be wrong.",1358669
18930,14883,"The problem with the  attribute of the  annotation is that the test will pass if any code in the method throws the exception. Usually it's better to use the  rule so you know which method threw the exception.

In this ca",1358673
16511,23693,"

A bit hacky but at least it honors the  argument.",1358675
18893,75210,"self.axes is used all over the place in Figure; it is a read-only list of axes.  It is being tested for emptiness.  I could enclose it in len(), but it would not add anything.",1358677
18931,32877,"""CC"" -> CaseClass not needed.",1358678
18874,27532,"Doing this can be tricky. If you just define a function  in the devtools package, that function will be called when you run  from the R console, and it will be called when you call  from devtools. But this version of",1358680
18931,32877,Why the check for range position? Could you add a comment,1358682
18933,146835,"Are these .gitignore changes part of Dynamic configurations? If not, I can merge them separately. I assume they're for some IDE-generated files.",1358685
18932,51487,This one will need a ,1358684
18931,32877,"Why not using a regex, so that the naming match is precise. WDYT?",1358689
18914,110160,Extra space between index name and .,1358688
18930,14883,"The change to add the  was added after the 4.10 release, so we can fix it now without breaking anyone.",1358691
18914,110160,How would this work with serialized/cached instances?,1358693
18934,41455,"No real reason. I'm just trying to expand these shorthand rules into their longhand counterparts so I can detect similarities easier.

For example:

`css
body {
  background-color: black;
}

p {
  background: black url(""..."");
}",1358690
18914,110160,I also have same question as @HosipLan ,1358694
18914,110160,First letter should always be uppercased. Do you start a paragraph using lowercase? =P,1358698
18931,17070,I will remove it.,1358703
18895,31783,"Keep me updated should you encounter any issue, please.",1358697
18914,110160,You can inline this error constructor.,1358707
18895,31783,Hmm. So the native dll would end up next to the assembly and would be loaded by the default interop probing mechanism. This will work if you stick on only delivering an x86 version of Git-Tfs.,1358702
18931,32877,"tpt.symbol can trigger side-effects (i.e., lazy typechecking), you should wrap this in a askOption, i.e., replace List(tpe.symbol -> tpe.namePosition) with global.askOption(() => (tpe.symbol, tpe.namePosition)).toList",1358708
18935,1628,"I think we're digging ourselves our own tombs with this. Not sure if it should be handled in this PR, but do you agree that we should stop doing   and instead allow entire strings?",1358705
18935,6466,"I agree. Plus this is hard to understand, to my opinion (I mean, the multiple drivers thing).",1358710
18931,32877,"tpt.symbol can trigger side-effects (i.e., lazy typechecking), you should wrap this in a askOption, i.e., replace  tpe.symbol -> tpe.namePosition :: safeSymbol(qualifier) with global.askOption(() => (tpe.symbol, tpe.namePosition)).toList :::",1358712
18935,1628,"No, for sure not to be handled in this PR, but still to be handled somewhen... Will open an issue.",1358711
18914,20471,"I wouldn't store the instances in ClassMetadata. I would create new class, that would provide them. Or EventManager could provide them.",1358718
18931,32877,"If it works, it's better to use nme.EVIDENCE_PARAM_PREFIX. Though, it may not compile with Scala 2.9. (you need to test it :-)). If the name constant is not available in Scala 2.9, keep your code, but add a note so that we remember to get back to this",1358724
18895,30854,">This will work if you stick on only delivering an x86 version of Git-Tfs.

Well - looks like @kgybels is already bumping up against that limitation on his repo. So I guess we'll be changing over to amd64.",1358722
13932,884,"Sure we can do that and woud end up with 5 classes subclassing from one and it would be easy to do obviously, but i wanted to keep it to gather for now until this is the only concern.
Everything else is addressed and pushed and rebased with master so some",1358721
18936,110160,Missing line break between param and return,1358727
18936,110160,"I'd still leave this method here commented.
They are the reference we have when we implement the Concrete Table Inheritance (1 table = 1 class), which we call as ""UnionSubclassPersister"".",1358726
18936,110160,Missing space between type conversion and variable name.,1358737
18936,110160,You can inline this type conversion,1358736
18936,110160,You can inline this call,1358740
18936,110160,Your line breaks here are flipped.,1358743
18931,32877,"Ok, this also explains my [above](https://github.com/scala-ide/scala-ide/pull/179/files#r1358662) comment ;-) ",1358748
18936,110160,Create the query as a variable and pass it to method call.,1358747
18936,110160,Use  to build these type of strings,1358751
18939,11983,"Presumably this is going to have a global effect, which isn't that desirable. I don't really have a workaround for this, its merely an observation.",1358756
18939,11983,"It would be nice if one could change rc params even after the initial import, but I'm not even sure any of the other backends support this.",1358758
18926,110565,"""which should see its note removed"" seems highly awkward to me.  However, ""of the git object"" seems like an informative addition.

How about ""The OID of the git object to remove notes from""?",1358760
18926,31783,">How about ""The OID of the git object to remove notes from""?

Deal. However, please use the singular form. Only one note per git object per namespace is allowed.",1358763
18940,11983,Do we want to put in a safeguard here from getting stuck in an infinite loop? Is that a likely occurrence?,1358770
13932,866,"Yeah; I'm not sure that's the right solution either; I may be getting old, but I find it difficult to keep track of all these conditionals in my head.",1358772
13932,866,"Given these else conditions are identical, I think you can significantly reduce the complexity by using

    if (this.parsePayload && payload instanceof ...) {
    ...
    }
    else {
    ...
    }",1358773
18940,11983,"A comment here would be nice. I think this is using a bisection method to find an optimum solution, but it would be nice if I had some confidence that that was the case.
",1358775
13932,866,ditto - and the next one,1358776
18940,11983,There is a lot of tight coupling here with the axis knowing about the locators private  attribute. Can you think of a neater solution (short of adding  and !).,1358779
18914,50190,"I agree with you guys.

For sure this is not the best approach.
But the current events system can't handle this without create a event manager per entity class.
And we don't have a DI to store shared instances.

If you have a better solution are welcome :",1358782
18942,28259,When you use a  or  you can continue using the same command without saying so using . Use  in this case.,1358785
18942,28259,Same as my above coment here.,1358786
18942,28259,This is quite the smell. I'd like someone with a bit more knowledge on Net::HTTP to weigh in here.,1358792
18890,61866,Quite right!  Error fixed and pushed.,1358791
13932,884,"Let's leave it till the end. Its definitely much easier to review when its all in one place.
My biggest concern with introducing inheritance now is that once we do and its a public class then we have to live with that forever. With this code we can alway",1358807
18942,28259,Can we avoid using a curl here?,1358809
18942,28259,I've seen this twice now. It seems like we wouldn't need to rewind the file since we don't appear to be reading it anywhere. ,1358813
18919,266595,This code had been made by you sir. We haven't touch it,1358810
18942,28259,"For cucumber tests, we want to test the happy-path of our code. These tests are better left to testing using RSpec. You should remove all the cucumber tests that look for errors and use rspec to test those cases.",1358814
18943,60219,"I need another pair of eyes on this: when running threaded, the pack-objects code segfaults quite regularly inside  when calling , more exact when trying to free  in:

`c
static void fre",1358812
18874,27507,But couldn't we just insert it in the namespace environment?,1358815
18942,28259,"If we are going to use a block and split it onto multiple lines, we use the  style.

",1358817
18944,15716,Why do you do this?,1358821
18919,269498,"Nope, I don't have this in my repo local repo.  So it isn't my code at all.",1358819
18896,79932,"This problem appears to be restricted to Webkit, and may be a bug. [The spec](http://www.w3.org/TR/css3-values/#rem-unit) says that 1rem is equal to the computed value of  on the root element, except for  on the root itself (in which",1358829
18931,17070, needs . Have you overseen it or do you mean that it is unnecessary  to check the tuple class?,1358828
18931,32877,"Ooops. Sorry, my mistake.",1358839
18896,79932,"Just to clarify, this bug has to do with *computed* values in Webkit. The values output by Sass were always correct (and seem to be to-spec), which is why tests didn't pick them up. What happens is that if ",1358863
18945,15716,"What is this trying to achieve? if the typeof window is undefined then use undefined, otherwise keep the same... I struggle to see any difference introduced by this line.",1358875
18945,15716,"isn't there a nicer way of doing this? I think I understand why you are doing it, but I'm not sure about this.

Also please can we delete rather than comment out functions.",1358885
18931,17070,"Yes, good idea. I didn't think to that.",1358858
18945,15716,So the makefile at the moment generates a version for node and a version for the browser and the browser version lacks alot of features and has some bugs - why would you want to run the browser.js file on the server?,1358887
18940,75210,"Apropos of the comment below by @pelson regarding use of _nbins, I think this method needs to start out by checking whether MaxNLocator is being used; if it is not, perhaps the method should exit with a warning rather than raising an exception.

To avoid ",1358890
18945,15716,Couldn't this break things for other people? How does amd know that we are providing less? Excuse my ignorance at AMD - can you point to any online resource about it?,1358889
18946,13672,No need to confirm callback existence as you ensure that on L43,1358904
18946,13672,No need for this check - it will always be true,1358905
18947,28259,"I hope the intent here is clear. I think this is a kinda neat solution to the ""I need to update this JSON value"" problem.

The easiest way I found was to say .

Since the incoming slashy-p",1358908
18946,13672,The same for callback checking here,1358909
18933,382849,Yes they are for IDE generated files.,1358915
18948,260058,"Woops, forgot to send movements to other players.",1358912
8111,25570,"see, I told you... now 2 ""typos"" any other comment about this pull request?",1358921
27933,88440,"Gah, I don't know what happened here... I just wanted to add the few lines regarding helm!",1358923
9707,875,"If you're fixing coding style, maybe also move the position of the  :-)",1358928
32070,5266,No worries @zacc - reflecting back what I primarily trying to get at is that method is returning a <code>MediaPage</code>. I felt that a <code>click</code> didn't convey that an instantiated <code>MediaPage</code> is what is being returned. ,744988
32072,93396,What is the impact of removing the headers param?,745049
32074,28798,I know it was there already but while you're at it: s/define/defines/,745086
32074,28798,"Ok I guess I'll just do it after merging, rest is good thanks!",745094
32075,5268,"make it  and remove the super on the next line. 

With these two changes (see one below on line 125) the class names doesn't need to be repeated. ",745092
32075,5268,"Uh. Re-reading the code now, I think I understand it better. Ignore my comments. It changes from a basestring to a list. ",745099
32079,123836,Removing the else clause here causes the scan for parent blocks to recursively scan inside of 'block' nodes as well as other nodes. This was the only change required to fix the nested block definitions in inheritance bug (#60).,745154
32083,5405,Cool I'll change that up.,745196
32084,8150,Should be  instead of  :),745294
32084,8150,"assert ""foo""[%r(o)]

it asserts the regexp can access/match the string.",745299
32088,19537,"Could you, please, replace tabs with 2 spaces here and everywhere else where they might be? I'd suggest adjusting your editor's settings to use 2 spaces for indenting Ruby files.",745415
32089,1954,"your indentation is all wonky here though, 2 spaces",745454
32093,35935,"Thanks, you are right.",745459
32094,217,this comment has grammar problems,745497
32094,202,@lloyd - *I* have grammar problems.  I'll update the comment.,745505
32102,217,verified removed controller wasn't references anywhere else,745707
32102,217,I like the name change.  GenerateAssertion is more granular and clear to me,745711
32103,11361,@system.autoheal = val.start_with? '1' ,745751
32104,328042,Calculation for block size for layout in Firefox 12 doesn't reduce size based on margin-right value.,745755
32102,217,+1 on addition of comments like this,745716
32103,11361,but that might be unreadable terrible craftsman code,745758
32108,332446,The associated model should be removed if all references to that model are being removed.,745906
32108,332446,... and so on.,745916
32108,332446,"Did you mean to leave this in? Also, $self->log->debug is useful here.",745914
32108,332446,Odd place for this.,745919
32117,10434,I think this should be formatted a little better.,745932
32117,10434,"This should have a docstring or (since it seems internal) a prepended underscore.

Actually, I think both would be good (no need for a doctest, just explain what the function does and that it is internal.)",745936
32117,10434,"I think ""group generated is"" instead of ""generators are""",745943
32117,10434,"It says return the coset representation of ""an element"", but there is no argument to specify the element ...",745952
32117,10434,"Newline after the . Also, the first sentence should fit in one line and be a paragraph on its own (a ""short description"").",745963
32117,10434,soo previous docstring for format comment,745964
32117,10434,"Use automatic string concatenation, and that  is not special inside  strings:


(note it does not print so here, but the opening ",746003
32131,89979,We still need to figure out how to avoid taking a strong opinion on what the user needs.,746289
32135,30373,"I've been reluctant to add api-specific tokens to scribe, this is falls out of the scope of the library.",746396
32136,229726,Looks like my less compiler does things a little bit different :p,746363
32138,8153,Can't we use the  protocol here to get these values? Or maybe something in the  module,746467
32137,52627,"Sure, I'll fix it and send another pull request. I'm not up to snuff on older versions of Python. I didn't know 2.5 lacked support for named exceptions. 

-- 
James
Sent with Sparrow (http://www.sparrowmailapp.com/?sig)


On Friday, April 27, 2012 at 2:04",746436
32139,28798,"Please adjust coding style so it fits (see the if just below), also I think using is_dir() might make more sense.",746468
32138,4690,"I tried both  and  https://gist.github.com/3a1b0a817a8cb2d04663 but they don't work in this case

/cc @josevalim ",746490
32139,28798,What about just doing a  and if that fails then complain to the user?,746471
32142,16705,"Right now, the only difference between Mac and Windows is which configure script to run.  Maybe it's best to just have one set of instructions instead of two.  What do you think?",746648
32141,24078,I think you need to check for NULL and return an error here.,746656
32142,16705,We can avoid sudo ./configure if we update the configure script to only sudo the command that installs global npm modules.,746634
32142,16705,Let's add a link to http://nodejs.org/#download,746659
32142,16703,True but we haven't yet. ,746754
32141,24078,"The  state is interesting. When I was originally thinking about this problem, I was imagining more states.  For example: a  could put you in a  state, but then on the next character you would exit that into one of three states: `CARET_DIG",746752
32141,24078,"Instead of exiting with a goto, I would be tempted to add a  state and have terminal cases such as this just go into that state and then let the loop exit naturally.",746768
32141,31774,"I was thinking of this too, but there's also the issue of operator chaining: . I'm using the state machine to detect operators and dispatch the parsing operations, and  to parse the argument to the caret. It seems l",746786
32141,31774,"Yeah, that seems cleaner.  made me feel a little dirty.",746806
32149,886,"Guys, but I really don't like this name...
We write code, which is reading by many-many people...
For me Spring always is archetype. And I can say the same about others.
",746897
32150,23314,"but here it would probably be easiest to do this:

public static final int[] TIME_INTERVALS = { 0, 3, 7, 14, 21 };
",746963
32149,886,"No, If you don't add ""content-type"" you should return just **transformedPayload**
Also keep in mind: **transformPayload()** may return **null**.
So, it should be something like this:
java
 if(setContentType && transformedPayload != null){
      r",747005
32149,151414,"Thanks, I'll add the check.",747016
32149,886,"**IfSetContentTypeIsFalse**
you use here **defaultObjectMapperInput**
However, if you'll make changes inside **doTransform()** as I've shown above this test will be redundant.
",747033
32149,151414,I agree. I basically went off the original JIRA but I am more than happy to change this to something less obtrusive.,747032
32149,886,"
is redundant. Just declare queue-channel in the config, add 'output-channel' to the transformer element and @Autowire it.
IMHO...",747101
32148,351244,"I think this is a mistake, both need to be there, I think.  the second maybe in a pack",746890
32148,352811,"I don't think we actually use many of these, do we?",747084
32148,352811,I don't like all the WagbotID business.  maybe just an as_bot (in Session class).  Session.as_bot do...,747091
32148,352811,what's this about?,747096
32148,352811,don't want any of these,747099
32143,22469,"This seems incorrect. MPTT was also released, right?",746606
32165,33777,Ahh good point.  I would guess that a grep like that would be unreliable.  I guess there's not much to be done here.,747255
32148,352811,don't we want to use info on most rescued stuff.  indicates an actual problem,747119
32169,147406,"Did you mean ""should be None""? If so, how would gain=None be treated in the code? Poisson noise from the object flux would be ignored?",747285
32169,147406,"I guess we have to do some work to understand how our subfields overlap when it comes to photometry!  When you're doing photometry, where does the error on the fluxes of each pixel come from?

As I wrote it, this is meant to mirror how Source Extractor ",747329
32148,352811,"Session.valid?  Session.in?  Session.live?  Session.signed_in?

I guess option #4 makes the most sense.",747179
32148,352811,Card.fetch(:double_click),747200
32169,147406,"Yeah I agree that  isn't the best. But I'm worried that  might be confusing if we have an  class. How about ? On the downside,  is a little too general, but on the upside it would mirror the  attribute of the image cla",747357
32148,352811,so nice to be getting rid of this hardcoded stuff.,747218
32169,147406,"So, the equation in line 382 includes contributions #2 and #3 from Reach et al. (2005). It doesn't include the first, which is the uncertainty in the background level. This is because background subtraction is not part of , and the ",747379
32169,147406,"Thanks, will fix.",747382
32148,352811,"Card[:css].  yeah, we've definitely got to use the existing fetch mechanism as the codename api.",747232
32182,5266,I think this is a typo - it should be <code>_email_field_locator</code>,747391
32169,147406,"Not a *great* reason: to keep this ""more modular"" (only depending on numpy), and to make it slightly clearer what is being returned. I'm imagining that most of the time these functions will be not be used directly, but will instead be called from the Imag",747447
32169,86812,"I know this is a bit annoying (although hopefully not *too* much more than copy-and-paste from ), but I think you should have Parameters and Returns sections here and the other functions below.  People will certainly be doing ",747625
32148,352811,userstamp doesn't handle that?,747133
32169,147406,"Definitely agree that each function should have a full docstring. I'm waiting to do it until we're sure we don't want to edit the docstring for  too much more (because it is mostly a copy-paste, as you said).",747664
32195,2823,"Why 10%, this seems like an arbitrary limit? You can push as much data as you want, you'll simply tradeoff against collisions.",747720
32148,352811,what's this for?,747159
32169,86812,"Ok, cool - just checking :)",747735
32148,352811,what's all this?,747204
32197,239019,2 spaces to the left plz,747729
32197,239019,The line beginning with :scope => should be 6 spaces indented,747732
32206,1563,I'm confused... what is this code doing?  Does the  object do something special after  is used?  Doesn't look like this code is using  at all after joining.,747759
32206,274850,"I'm not 100% sure, but from what I was able to gather, this just joins the room so that deliver_deferred works. The deliver_deferred type is :groupchat, and the conference (actually a JID). It seems that you have to be joined to the room before the delive",747765
32206,274850,"Also, Jabber::Simple is not the most idiomatic piece of Ruby out there :)",747767
32148,351244,"I think most of them are references.  I was working on a way to just have to supply the ones that are not in the pattern: FooBarID => foo_bar as a codename.  In a lot of places, the card_id is more convenient to use than the name anyway, and this is a ver",747787
32148,351244,"With something like this, we would not have to list out any.  Only the exceptions to the pattern.",747788
32148,351244,"Please be more specific.  You want to put them on a different class, that's just moving them.  You don't like the method names, or the way it uses the class attributes?

",747791
32148,351244,That seems like an API win since that is the most common case.  Would make it simpler and faster maybe too.,747793
32148,351244,"This is used by the tasks thing, so I think it will be a leftover and get deleted.  Took this out too.  It is referenced in a 'tasks' method.  Obviously we don't have any tests related to this (nothing new failed with it gone), and we want to remove that ",747796
32195,53321,"Theoretically, you should have 0 collisions at this point.",747817
32148,351244,"This seems like something leftover from a bad idea.  I'll see if it is referenced anymore.  Not used, I took it out.",747798
32195,53321,"And really, if this isn't a good test, that's fine. I was also trying to test the clearing of redis did something. If you ramp this up from 10%, then more than this test would fail if you didn't clear redis. So whatever you think is best.",747818
32148,351244,"They are a bit of a pain, but don't we need something like this for a couple of things?

Wait, I can't tell whether you are pointing above or below.",747800
32148,351244,"You're asking me?  Oh, you mean just the Card:: prefix.  Not sure about that.",747802
32148,351244,"We would have to test, but you may be right.  I may have added it when something else was broken, or it may actually be necessary.",747810
32148,351244,But it needs a test if we want to keep it and use it.,747814
32148,351244,"That was used for the ""rest_controller"" which is now history, I think.  This routing would be handled in the new rack based stuff when it arrives.  I will delete it.",747815
